country;central_bank;wikipedia_bank_url;source_type;source_label;wiki_name;cargo;start_year;end_year
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;J. Soedradjad Djiwandono;Governor;1993;1998
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Syahril Sabirin;Governor;1998;2003
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Burhanuddin Abdullah;Governor;2003;2008
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Boediono;Governor;2008;2009
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Miranda Goeltom;Governor;2009;
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Darmin Nasution;Governor;2009;2013
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Agus Martowardojo;Governor;2013;2018
Indonesia;Bank Indonesia;https://en.wikipedia.org/wiki/Bank_Indonesia;wikitable;Name Period | List of governors;Perry Warjiyo;Governor;2018;Incumbent
Iran;Central Bank of the Islamic Republic of Iran;https://en.wikipedia.org/wiki/Central_Bank_of_the_Islamic_Republic_of_Iran;infobox;Governor;Abdolnaser Hemmati;Governor;;
Iraq;Central Bank of Iraq;https://en.wikipedia.org/wiki/Central_Bank_of_Iraq;infobox;Governor;Ali Muhsin al-Alaq;Governor;;
Ireland;European Central Bank ( Central Bank of Ireland );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Israel;Bank of Israel;https://en.wikipedia.org/wiki/Bank_of_Israel;infobox;Governor;Amir Yaron;Governor;;
Italy;European Central Bank ( Bank of Italy );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Jamaica;Bank of Jamaica;https://en.wikipedia.org/wiki/Bank_of_Jamaica;infobox;Governor;Richard Byles;Governor;;
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Yoshihara Shigetoshi;Governor;1882;1887
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Tomita Tetsunosuke;Governor;1888;1889
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Kawada Koichiro;Governor;1889;1896
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Iwasaki Yanosuke;Governor;1896;1898
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Tatsuo Yamamoto;Governor;1898;1903
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Shigeyoshi Matsuo;Governor;1903;1911
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Korekiyo Takahashi;Governor;1911;1913
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Yatarō Mishima;Governor;1913;1919
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Junnosuke Inoue (First);Governor;1919;1923
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Otohiko Ichiki;Governor;1923;1927
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Junnosuke Inoue (Second);Governor;1927;1928
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Hisaakira Hijikata;Governor;1928;1935
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Eigo Fukai;Governor;1935;1937
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Seihin Ikeda;Governor;1937;1937
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Toyotaro Yuki;Governor;1937;1944
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Keizo Shibusawa;Governor;1944;1945
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Eikichi Araki (First);Governor;1945;1946
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Hisato Ichimada;Governor;1946;1954
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Eikichi Araki (Second);Governor;1954;1956
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Masamichi Yamagiwa;Governor;1956;1964
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Makoto Usami;Governor;1964;1969
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Tadashi Sasaki;Governor;1969;1974
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Teiichiro Morinaga;Governor;1974;1979
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Haruo Maekawa;Governor;1979;1984
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Satoshi Sumita;Governor;1984;1989
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Yasushi Mieno;Governor;1989;1994
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Yasuo Matsushita;Governor;1994;1998
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Masaru Hayami;Governor;1998;2003
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Toshihiko Fukui;Governor;2003;2008
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Masaaki Shirakawa;Governor;2008;2013
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Haruhiko Kuroda;Governor;2013;2023
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;Kazuo Ueda;Governor;2023;Incumbent
Jordan;Central Bank of Jordan;https://en.wikipedia.org/wiki/Central_Bank_of_Jordan;infobox;Governor;Adel al-Sharkas;Governor;;
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Ghalym Bainasarov;Governor;1992;1993
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Daulet Sembaev;Governor;1993;1996
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Oraz Jandosov;Governor;1996;1998
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Kadyrzhan Damitov;Governor;1998;1999
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Grigori Marchenko;Governor;1999;2004
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Anvar Saidenov;Governor;2004;2009
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Grigori Marchenko;Governor;2009;2013
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Kairat Kelimbetov;Governor;2013;2015
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Daniyar Akishev;Governor;2015;2019
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Erbolat Dossaev;Governor;2019;2022
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Galymzhan Pirmatov;Governor;2022;2023
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;Timur Suleimenov;Governor;2023;Incumbent
Kenya;Central Bank of Kenya;https://en.wikipedia.org/wiki/Central_Bank_of_Kenya;infobox;Governor;Kamau Thugge;Governor;;
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Kim Kyo-yong;President;1953;1956
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Chong Song-on;President;1959;1962
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Pyon Song-u;President;1969;1988
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Chong Song-taek;President;1988;2000
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Kim Wan-su;President;2000;2009
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Ri Kwang-gon;President;2009;2010
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Paek Ryong-chon;President;2011;2014
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Kim Chon-gyun;President;2014;2021
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Chae Song-hak;President;2021;2023
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;Paek Min Gwang;President;2023;Incumbent
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Koo Yong-suh;Governor;1950;1951
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Yoo-taik;Governor;1951;1956
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Chin-hyung;Governor;1956;1960
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Pai Eui-hwan;Governor;1960;1960
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Chun Ye-yong;Governor;1960;1961
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Yoo Chang-soon;Governor;1961;1962
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Min Pyong-do;Governor;1962;1963
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Rhi Jung-whan;Governor;1963;1963
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Se-ryeon;Governor;1963;1967
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Suh Jin-soo;Governor;1967;1970
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Seonghwan Kim;Governor;1970;1978
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Shin Byong-hyun;Governor;1978;1980
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Joon-sung;Governor;1980;1982
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Hah Yeung-ki;Governor;1982;1983
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Choi Chang-nak;Governor;1983;1986
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Park Sung-sang;Governor;1986;1988
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Kun;Governor;1988;1992
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Cho Soon;Governor;1992;1993
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Myung-ho;Governor;1993;1995
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Lee Kyung-shik;Governor;1995;1998
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Chon Chol-hwan;Governor;1998;2002
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Park Seung;Governor;2002;2006
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Lee Seong-tae;Governor;2006;2010
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Kim Choong-soo;Governor;2010;2014
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Lee Ju-yeol;Governor;2014;2022
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Rhee Chang-yong;Governor;2022;2026
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;Hyun Song Shin;Governor;2026;Incumbent
Kuwait;Central Bank of Kuwait;https://en.wikipedia.org/wiki/Central_Bank_of_Kuwait;infobox;Governor;Basel Ahmad Al-Haroon;Governor;;
Kyrgyzstan;National Bank of the Kyrgyz Republic;https://en.wikipedia.org/wiki/National_Bank_of_the_Kyrgyz_Republic;infobox;Chairman;Kubanychbek Bokontayev;Chair;;
Laos;Bank of the Lao People's Democratic Republic;https://en.wikipedia.org/wiki/Bank_of_the_Lao_P.D.R.;infobox;Governor;Bounkham Vorachit;Governor;;
Latvia;European Central Bank ( Bank of Latvia );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Philippe Takla;Governor;1963;1967
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Elias Sarkis;Governor;1967;1976
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Joseph Oughourlian;Governor;1976;1978
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Michel el-Khoury;Governor;1978;1985
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Edmond Naïm;Governor;1985;1991
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Michel el-Khoury;Governor;1991;1993
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Riad Salamé;Governor;1993;2023
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Wassim Mansouri;Governor;2023;2025
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;Karim A. Souaid;Governor;2025;Incumbent
Liberia;Central Bank of Liberia;https://en.wikipedia.org/wiki/Central_Bank_of_Liberia;infobox;Governor;Henry F. Saamoi;Governor;;
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Ali Aneizi;Governor;1955;1961
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Khalil Bennani;Governor;1961;1969
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Kassem Sherlala;Governor;1969;1981
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Rajab El Misallati;Governor;1981;1986
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Muhammad az-Zaruq Rajab;Governor;1987;1990
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Abd-al-Hafid Mahmud al-Zulaytini;Governor;1990;1996
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Taher Al-Jehaimi;Governor;1996;2001
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Ahmed Menesi;Governor;2001;2006
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Farhat Bengdara;Governor;2006;2011
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Abd-al-Hafid Mahmud al-Zulaytini;Governor;2011;2011
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Muhammad az-Zaruq Rajab;Governor;2011;2011
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Ahmed S. El Sharif;Governor;2011;2011
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Kassem Azzuz;Governor;2011;2011
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Sadiq al-Kabir;Governor;2011;2024
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Mohamed Shukri;Governor;2024;2024
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Abdel Fattah Ghafar;Governor;2024;2024
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;Naji Mohamed Issa Belqasem;Governor;2024;Incumbent
Lithuania;European Central Bank ( Bank of Lithuania );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Luxembourg;European Central Bank ( Central Bank of Luxembourg );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Macau;Monetary Authority of Macao;https://en.wikipedia.org/wiki/Monetary_Authority_of_Macao;infobox;Chairman;Simon Vong Sin Man ( 黃善文 );Chair;;
Madagascar;Central Bank of Madagascar;https://en.wikipedia.org/wiki/Central_Bank_of_Madagascar;infobox;Governor;Aivo Andrianarivelo;Governor;;
Malawi;Reserve Bank of Malawi;https://en.wikipedia.org/wiki/Reserve_Bank_of_Malawi;infobox;Governor;George Partridge;Governor;;
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri William Howard Wilcock;Governor;1959;1962
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tun Ismail Mohd Ali;Governor;1962;1980
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Abdul Aziz Taha;Governor;1980;1985
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Dato' Jaffar Hussein;Governor;1985;1994
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Dato' Ahmad bin Mohd Don;Governor;1994;1998
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Dato' Seri Ali Abul Hassan Sulaiman;Governor;1998;2000
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Dato' Sri Dr. Zeti Akhtar Aziz;Governor;2000;2016
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Muhammad bin Ibrahim;Governor;2016;2018
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Tan Sri Nor Shamsiah Mohd Yunus;Governor;2018;2023
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;Dato' Shaik Abdul Rasheed Abdul Ghaffour;Governor;2023;Incumbent
Maldives;Maldives Monetary Authority;https://en.wikipedia.org/wiki/Maldives_Monetary_Authority;infobox;Governor;Ahmed Munawar;Governor;;
Mali;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;Jean-Claude Brou;Governor;;
Malta;European Central Bank ( Central Bank of Malta );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;Board Member;;
Mauritania;Central Bank of Mauritania;https://en.wikipedia.org/wiki/Central_Bank_of_Mauritania;infobox;Governor;Mohamed Lemine Ould Dhehby;Governor;;
Mauritania;Central Bank of Mauritania;https://en.wikipedia.org/wiki/Central_Bank_of_Mauritania;infobox;Key people;Boumedienne Ould Taya;Board Member;;
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;Yandraduth Googoolye;Governor;2007;2007
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;Yandraduth Googoolye;Governor;2010;2010
Mexico;Bank of Mexico;https://en.wikipedia.org/wiki/Bank_of_Mexico;infobox;Governor;Victoria Rodríguez Ceja;Governor;;
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;Leonid Talmaci;Governor;1991;2009
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;Dorin Drăguțanu;Governor;2009;2016
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;Sergiu Cioclea;Governor;2016;2018
