country,central_bank,wikipedia_bank_url,source_type,source_label,role,governor_name,start_date,end_date,row_data
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Joseph Oughourlian,"2 years, 96 days","September 6, 1978","{'No.': '-', 'Name (Signature)': 'Joseph Oughourlian', 'Term start': 'June 2, 1976', 'Term end': 'September 6, 1978', 'Time in office': '2\xa0years, 96\xa0days', 'Notes': 'Ad Interim'}"
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Michel el-Khoury,"6 years, 131 days","January 15, 1985","{'No.': '3', 'Name (Signature)': 'Michel el-Khoury', 'Term start': 'September 6, 1978', 'Term end': 'January 15, 1985', 'Time in office': '6\xa0years, 131\xa0days', 'Notes': 'Also Served as Defense minister between 1965 and 1966'}"
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Edmond Naïm,"6 years, 1 day","January 16, 1991","{'No.': '4', 'Name (Signature)': 'Edmond Naïm', 'Term start': 'January 15, 1985', 'Term end': 'January 16, 1991', 'Time in office': '6\xa0years, 1\xa0day', 'Notes': 'Politically aligned with the Progressive Socialist Party and was later an MP for the Lebanese Forces.'}"
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Michel el-Khoury,"2 years, 142 days","June 7, 1993","{'No.': '(3)', 'Name (Signature)': 'Michel el-Khoury', 'Term start': 'January 16, 1991', 'Term end': 'June 7, 1993', 'Time in office': '2\xa0years, 142\xa0days', 'Notes': 'Also Served as Defense minister between 1965 and 1966'}"
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Riad Salamé,"30 years, 54 days","July 31, 2023","{'No.': '5', 'Name (Signature)': 'Riad Salamé', 'Term start': 'June 7, 1993', 'Term end': 'July 31, 2023', 'Time in office': '30\xa0years, 54\xa0days', 'Notes': 'In February 2022, a subpoena was issued by Judge Ghada Aoun after Riad Salameh failed to show up to court for questioning, while is whereabouts were unknown after a raid in his office and 2 homes, as part of an investigation for alleged misconduct and corruption.[11][12] This sparked controversy with another security agency that was accused of protecting him from trail. Later in March 21, Salameh along with his brother Raja were charged for illicit enrichment by Ghassan Oueidat but also failed to attend for questioning.[13][14]'}"
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Wassim Mansouri,"1 year, 239 days","March 27, 2025","{'No.': '-', 'Name (Signature)': 'Wassim Mansouri', 'Term start': 'July 31, 2023', 'Term end': 'March 27, 2025', 'Time in office': '1\xa0year, 239\xa0days', 'Notes': 'Ad Interim'}"
Lebanon,Banque du Liban,https://en.wikipedia.org/wiki/Banque_du_Liban,wikitable,No. Image Name (Signature) Term start Term end Time in office Notes | Governors,Governor,Karim A. Souaid,"1 year, 34 days",Incumbent,"{'No.': '6', 'Name (Signature)': 'Karim A. Souaid', 'Term start': 'March 27, 2025', 'Term end': 'Incumbent', 'Time in office': '1\xa0year, 34\xa0days', 'Notes': ""Lebanese financial expert, private equity investor, and banking governance specialist and as of March 2025, Lebanon's new central bank governor. He is the Founder and Managing Partner of Growthgate Equity Partners, a private equity firm focusing on investments in the Gulf Cooperation Council (GCC) and the broader MENA region. Souaid is recognized for his opposition to Hezbollah's influence in Lebanon’s financial system.[15]""}"
Liberia,Central Bank of Liberia,https://en.wikipedia.org/wiki/Central_Bank_of_Liberia,infobox,Governor,Governor,Henry F. Saamoi,,,{'Governor': 'Henry F. Saamoi'}
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Ali Aneizi,26 April 1955,26 March 1961,"{'Name': 'Ali Aneizi', 'tenure start': '26 April 1955', 'tenure end': '26 March 1961'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Khalil Bennani,27 March 1961,1 September 1969,"{'Name': 'Khalil Bennani', 'tenure start': '27 March 1961', 'tenure end': '1 September 1969'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Kassem Sherlala,20 September 1969,17 January 1981,"{'Name': 'Kassem Sherlala', 'tenure start': '20 September 1969', 'tenure end': '17 January 1981'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Rajab El Misallati,18 January 1981,3 March 1986,"{'Name': 'Rajab El Misallati', 'tenure start': '18 January 1981', 'tenure end': '3 March 1986'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Muhammad az-Zaruq Rajab,4 January 1987,6 October 1990,"{'Name': 'Muhammad az-Zaruq Rajab', 'tenure start': '4 January 1987', 'tenure end': '6 October 1990'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Abd-al-Hafid Mahmud al-Zulaytini,7 October 1990,13 February 1996,"{'Name': 'Abd-al-Hafid Mahmud al-Zulaytini', 'tenure start': '7 October 1990', 'tenure end': '13 February 1996'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Taher Al-Jehaimi,14 February 1996,22 March 2001,"{'Name': 'Taher Al-Jehaimi', 'tenure start': '14 February 1996', 'tenure end': '22 March 2001'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Ahmed Menesi,23 March 2001,5 March 2006,"{'Name': 'Ahmed Menesi', 'tenure start': '23 March 2001', 'tenure end': '5 March 2006'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Farhat Bengdara,6 March 2006,6 March 2011,"{'Name': 'Farhat Bengdara', 'tenure start': '6 March 2006', 'tenure end': '6 March 2011'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Abd-al-Hafid Mahmud al-Zulaytini,6 March 2011,2 April 2011,"{'Name': 'Abd-al-Hafid Mahmud al-Zulaytini', 'tenure start': '6 March 2011', 'tenure end': '2 April 2011', 'Notes': 'acting'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Muhammad az-Zaruq Rajab,2 April 2011,August 2011,"{'Name': 'Muhammad az-Zaruq Rajab', 'tenure start': '2 April 2011', 'tenure end': 'August 2011'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Ahmed S. El Sharif,February 2011,April 2011,"{'Name': 'Ahmed S. El Sharif', 'tenure start': 'February 2011', 'tenure end': 'April 2011', 'Notes': 'for the NTC (in Benghazi)'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Kassem Azzuz,April 2011,12 October 2011,"{'Name': 'Kassem Azzuz', 'tenure start': 'April 2011', 'tenure end': '12 October 2011', 'Notes': 'for the NTC (in Benghazi to Aug. 2011)'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Sadiq al-Kabir,12 October 2011,18 August 2024,"{'Name': 'Sadiq al-Kabir', 'tenure start': '12 October 2011', 'tenure end': '18 August 2024', 'Notes': 'for the GNC, later PC since Sep. 2014'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Mohamed Shukri,18 August 2024,26 August 2024,"{'Name': 'Mohamed Shukri', 'tenure start': '18 August 2024', 'tenure end': '26 August 2024', 'Notes': 'appointed by the PC[20]'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Abdel Fattah Ghafar,26 August 2024,3 October 2024,"{'Name': 'Abdel Fattah Ghafar', 'tenure start': '26 August 2024', 'tenure end': '3 October 2024', 'Notes': 'appointed by the PC as acting governor[21]'}"
Libya,Central Bank of Libya,https://en.wikipedia.org/wiki/Central_Bank_of_Libya,wikitable,Name tenure start tenure end Notes | Governors,Governor,Naji Mohamed Issa Belqasem,3 October 2024,Incumbent,"{'Name': 'Naji Mohamed Issa Belqasem', 'tenure start': '3 October 2024', 'tenure end': 'Incumbent'}"
Lithuania,European Central Bank ( Bank of Lithuania ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Luxembourg,European Central Bank ( Central Bank of Luxembourg ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Macau,Monetary Authority of Macao,https://en.wikipedia.org/wiki/Monetary_Authority_of_Macao,infobox,Chairman,Chair,"Simon, Vong Sin Man ( 黃善文 )",,,"{'Chairman': 'Simon, Vong Sin Man ( 黃善文 )'}"
Madagascar,Central Bank of Madagascar,https://en.wikipedia.org/wiki/Central_Bank_of_Madagascar,infobox,Governor,Governor,Aivo Andrianarivelo,,,{'Governor': 'Aivo Andrianarivelo [ 2 ]'}
Malawi,Reserve Bank of Malawi,https://en.wikipedia.org/wiki/Reserve_Bank_of_Malawi,infobox,Governor,Governor,George Partridge,,,{'Governor': 'George Partridge'}
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri William Howard Wilcock,26 January 1959,July 1962,"{'No.': '1', 'Governor': 'Tan Sri William Howard Wilcock', 'Period': '26 January 1959 – July 1962'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tun Ismail Mohd Ali,July 1962,July 1980,"{'No.': '2', 'Governor': 'Tun Ismail Mohd Ali', 'Period': 'July 1962 – July 1980'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Abdul Aziz Taha,July 1980,June 1985,"{'No.': '3', 'Governor': 'Tan Sri Abdul Aziz Taha', 'Period': 'July 1980 – June 1985'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Dato' Jaffar Hussein,June 1985,May 1994,"{'No.': '4', 'Governor': ""Tan Sri Dato' Jaffar Hussein"", 'Period': 'June 1985 – May 1994'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Dato' Ahmad bin Mohd Don,May 1994,August 1998,"{'No.': '5', 'Governor': ""Tan Sri Dato' Ahmad bin Mohd Don"", 'Period': 'May 1994 – August 1998'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Dato' Seri Ali Abul Hassan Sulaiman,15 September 1998,30 April 2000,"{'No.': '6', 'Governor': ""Tan Sri Dato' Seri Ali Abul Hassan Sulaiman"", 'Period': '15 September 1998 – 30 April 2000'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Dato' Sri Dr. Zeti Akhtar Aziz,1 May 2000,30 April 2016,"{'No.': '7', 'Governor': ""Tan Sri Dato' Sri Dr. Zeti Akhtar Aziz"", 'Period': '1 May 2000 – 30 April 2016'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Muhammad bin Ibrahim,1 May 2016,15 June 2018,"{'No.': '8', 'Governor': 'Tan Sri Muhammad bin Ibrahim', 'Period': '1 May 2016 – 15 June 2018'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Tan Sri Nor Shamsiah Mohd Yunus,1 July 2018,30 June 2023,"{'No.': '9', 'Governor': 'Tan Sri Nor Shamsiah Mohd Yunus', 'Period': '1 July 2018 – 30 June 2023'}"
Malaysia,Central Bank of Malaysia,https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia,wikitable,No. Governor Period | Governors,Governor,Dato' Shaik Abdul Rasheed Abdul Ghaffour,1 July 2023,present,"{'No.': '10', 'Governor': ""Dato' Shaik Abdul Rasheed Abdul Ghaffour"", 'Period': '1 July 2023 – present'}"
Maldives,Maldives Monetary Authority,https://en.wikipedia.org/wiki/Maldives_Monetary_Authority,infobox,Governor,Governor,Ahmed Munawar,,,{'Governor': 'Ahmed Munawar [ 2 ]'}
Mali,Central Bank of West African States,https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States,infobox,Governor,Governor,Jean-Claude Brou,,,{'Governor': 'Jean-Claude Brou'}
Malta,European Central Bank ( Central Bank of Malta ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Mauritania,Central Bank of Mauritania,https://en.wikipedia.org/wiki/Central_Bank_of_Mauritania,infobox,Governor,Governor,Mohamed Lemine Ould Dhehby,,,{'Governor': 'Mohamed Lemine Ould Dhehby'}
Mauritania,Central Bank of Mauritania,https://en.wikipedia.org/wiki/Central_Bank_of_Mauritania,infobox,Key people,,Boumedienne Ould Taya (Deputy-Governor),,,{'Key people': 'Boumedienne Ould Taya (Deputy-Governor)'}
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,1,July 1967,December 1972,"{'Governor | Governor': '1', 'Governor | Governor.1': 'Aunauth Beejadhur', 'Term of office | Took office': 'July 1967', 'Term of office | Left office': 'December 1972', 'Ref. | Ref.': '[3]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,2,January 1973,May 1982,"{'Governor | Governor': '2', 'Governor | Governor.1': 'Goorpersad Bunwaree', 'Term of office | Took office': 'January 1973', 'Term of office | Left office': 'May 1982', 'Ref. | Ref.': '[4]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,3,June 1982,March 1996,"{'Governor | Governor': '3', 'Governor | Governor.1': 'Indur Ramphul', 'Term of office | Took office': 'June 1982', 'Term of office | Left office': 'March 1996', 'Ref. | Ref.': '[5]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,4,April 1996,November 1998,"{'Governor | Governor': '4', 'Governor | Governor.1': 'Dan Maraye', 'Term of office | Took office': 'April 1996', 'Term of office | Left office': 'November 1998', 'Ref. | Ref.': '[6]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,5,November 1998,31 December 2006,"{'Governor | Governor': '5', 'Governor | Governor.1': 'Ramesh Basant Roi', 'Term of office | Took office': 'November 1998', 'Term of office | Left office': '31 December 2006', 'Ref. | Ref.': '[7][8]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,Yandraduth Googoolye,1 January 2007,13 February 2007,"{'Governor | Governor': '–', 'Governor | Governor.1': 'Yandraduth Googoolye\xa0[no]', 'Term of office | Took office': '1 January 2007', 'Term of office | Left office': '13 February 2007', 'Ref. | Ref.': '[9]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,6,15 February 2007,15 February 2010,"{'Governor | Governor': '6', 'Governor | Governor.1': 'Rundheersing Bheenick\xa0[no]', 'Term of office | Took office': '15 February 2007', 'Term of office | Left office': '15 February 2010', 'Ref. | Ref.': '[10][11]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,Yandraduth Googoolye,16 February 2010,20 May 2010,"{'Governor | Governor': '–', 'Governor | Governor.1': 'Yandraduth Googoolye\xa0[no]', 'Term of office | Took office': '16 February 2010', 'Term of office | Left office': '20 May 2010', 'Ref. | Ref.': '[12]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,(6),21 May 2010,December 2014,"{'Governor | Governor': '(6)', 'Governor | Governor.1': 'Rundheersing Bheenick\xa0[no]', 'Term of office | Took office': '21 May 2010', 'Term of office | Left office': 'December 2014', 'Ref. | Ref.': '[13]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,(5),30 December 2014,15 January 2018,"{'Governor | Governor': '(5)', 'Governor | Governor.1': 'Ramesh Basant Roi', 'Term of office | Took office': '30 December 2014', 'Term of office | Left office': '15 January 2018', 'Ref. | Ref.': '[14]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,7,15 January 2018,February 2020,"{'Governor | Governor': '7', 'Governor | Governor.1': 'Yandraduth Googoolye\xa0[no]', 'Term of office | Took office': '15 January 2018', 'Term of office | Left office': 'February 2020', 'Ref. | Ref.': '[15]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,8,1 March 2020,15 November 2024,"{'Governor | Governor': '8', 'Governor | Governor.1': 'Harvesh Seegolam', 'Term of office | Took office': '1 March 2020', 'Term of office | Left office': '15 November 2024', 'Ref. | Ref.': '[16]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,9,16 November 2024,29 September 2025,"{'Governor | Governor': '9', 'Governor | Governor.1': 'Rama Sithanen', 'Term of office | Took office': '16 November 2024', 'Term of office | Left office': '29 September 2025', 'Ref. | Ref.': '[17]'}"
Mauritius,Bank of Mauritius,https://en.wikipedia.org/wiki/Bank_of_Mauritius,wikitable,Governor Term of office Ref. | List of governors by tenure,Governor,10,29 September 2025,Incumbent,"{'Governor | Governor': '10', 'Governor | Governor.1': 'Priscilla Muthoora Thakoor', 'Term of office | Took office': '29 September 2025', 'Term of office | Left office': 'Incumbent', 'Ref. | Ref.': '[18]'}"
Mexico,Bank of Mexico,https://en.wikipedia.org/wiki/Bank_of_Mexico,infobox,Governor,Governor,Victoria Rodríguez Ceja,,,{'Governor': 'Victoria Rodríguez Ceja'}
Moldova,National Bank of Moldova,https://en.wikipedia.org/wiki/National_Bank_of_Moldova,wikitable,№ Name Photo Term of office | Governors,Governor,Leonid Talmaci,4 June 1991,26 September 2009,"{'№ | №': '1', 'Name | Name': 'Leonid Talmaci', 'Term of office | Start of term': '4 June 1991', 'Term of office | End of term': '26 September 2009'}"
Moldova,National Bank of Moldova,https://en.wikipedia.org/wiki/National_Bank_of_Moldova,wikitable,№ Name Photo Term of office | Governors,Governor,Dorin Drăguțanu,6 November 2009,11 April 2016,"{'№ | №': '2', 'Name | Name': 'Dorin Drăguțanu', 'Term of office | Start of term': '6 November 2009', 'Term of office | End of term': '11 April 2016[17]'}"
Moldova,National Bank of Moldova,https://en.wikipedia.org/wiki/National_Bank_of_Moldova,wikitable,№ Name Photo Term of office | Governors,Governor,Sergiu Cioclea,11 April 2016,30 November 2018,"{'№ | №': '3', 'Name | Name': 'Sergiu Cioclea', 'Term of office | Start of term': '11 April 2016[18]', 'Term of office | End of term': '30 November 2018'}"
Moldova,National Bank of Moldova,https://en.wikipedia.org/wiki/National_Bank_of_Moldova,wikitable,№ Name Photo Term of office | Governors,Governor,Octavian Armașu,30 November 2018,21 December 2023,"{'№ | №': '4', 'Name | Name': 'Octavian Armașu', 'Term of office | Start of term': '30 November 2018', 'Term of office | End of term': '21 December 2023'}"
Moldova,National Bank of Moldova,https://en.wikipedia.org/wiki/National_Bank_of_Moldova,wikitable,№ Name Photo Term of office | Governors,Governor,Anca Dragu,22 December 2023,incumbent,"{'№ | №': '5', 'Name | Name': 'Anca Dragu', 'Term of office | Start of term': '22 December 2023[19]', 'Term of office | End of term': 'incumbent'}"
Mongolia,Bank of Mongolia,https://en.wikipedia.org/wiki/Bank_of_Mongolia,infobox,Governor,Governor,Byadran Lkhagvasuren,,,{'Governor [ 2 ]': 'Byadran Lkhagvasuren'}
Montenegro,Central Bank of Montenegro,https://en.wikipedia.org/wiki/Central_Bank_of_Montenegro,infobox,Governor,Governor,Irena Radović,,,{'Governor': 'Irena Radović'}
Montserrat,Eastern Caribbean Central Bank,https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank,infobox,Governor,Governor,Timothy Antoine,,,{'Governor': 'Timothy Antoine'}
Morocco,Bank Al-Maghrib,https://en.wikipedia.org/wiki/Bank_Al-Maghrib,infobox,Governor,Governor,Abdellatif Jouahri,,,{'Governor': 'Abdellatif Jouahri [ 2 ]'}
Mozambique,Bank of Mozambique,https://en.wikipedia.org/wiki/Bank_of_Mozambique,infobox,Governor,Governor,Rogério Zandamela,,,{'Governor': 'Rogério Zandamela'}
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Kyaw Nyein,1 July 1954,25 March 1968,"{'#': '1', 'Name': 'Kyaw Nyein', 'Took office': '1 July 1954', 'Left office': '25 March 1968'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Kyaw Nyunt,18 December 1971,31 July 1975,"{'#': '2', 'Name': 'Kyaw Nyunt', 'Took office': '18 December 1971', 'Left office': '31 July 1975'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Aye Hlaing,8 August 1975,12 August 1981,"{'#': '3', 'Name': 'Aye Hlaing', 'Took office': '8 August 1975', 'Left office': '12 August 1981'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Aung Sint,5 September 1981,22 March 1985,"{'#': '4', 'Name': 'Aung Sint', 'Took office': '5 September 1981', 'Left office': '22 March 1985'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Kyaw Myint,15 July 1985,11 April 1986,"{'#': '5', 'Name': 'Kyaw Myint', 'Took office': '15 July 1985', 'Left office': '11 April 1986'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Maung Maung Hla,11 April 1986,15 October 1987,"{'#': '6', 'Name': 'Maung Maung Hla', 'Took office': '11 April 1986', 'Left office': '15 October 1987'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Maung Maung Han,11 January 1988,27 December 1992,"{'#': '7', 'Name': 'Maung Maung Han', 'Took office': '11 January 1988', 'Left office': '27 December 1992'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Kyi Aye,31 December 1992,2 November 1997,"{'#': '8', 'Name': 'Kyi Aye', 'Took office': '31 December 1992', 'Left office': '2 November 1997'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Kyaw Kyaw Maung,20 November 1997,11 April 2007,"{'#': '9', 'Name': 'Kyaw Kyaw Maung', 'Took office': '20 November 1997', 'Left office': '11 April 2007'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Than Nyein,12 April 2007,31 July 2013,"{'#': '10', 'Name': 'Than Nyein', 'Took office': '12 April 2007', 'Left office': '31 July 2013'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Kyaw Kyaw Maung,1 August 2013,2 February 2021,"{'#': '11', 'Name': 'Kyaw Kyaw Maung', 'Took office': '1 August 2013', 'Left office': '2 February 2021'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Than Nyein,2 February 2021,19 August 2022,"{'#': '12', 'Name': 'Than Nyein', 'Took office': '2 February 2021', 'Left office': '19 August 2022[13]'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Than Than Swe,19 August 2022,10 April 2026,"{'#': '13', 'Name': 'Than Than Swe[14]', 'Took office': '19 August 2022', 'Left office': '10 April 2026'}"
Myanmar,Central Bank of Myanmar,https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar,wikitable,# Name Took office Left office | List of governors,Governor,Khin Naing Oo,10 April 2026,Incumbent,"{'#': '14', 'Name': 'Khin Naing Oo', 'Took office': '10 April 2026', 'Left office': 'Incumbent'}"
Namibia,Bank of Namibia,https://en.wikipedia.org/wiki/Bank_of_Namibia,infobox,Governor,Governor,Ebson Uanguta,,,{'Governor': 'Ebson Uanguta'}
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Himalayan Shumsher J.B. Rana,,,"{'S.no': '1', 'Governor': 'Himalayan Shumsher J.B. Rana [26]', 'In office': 'April 26, 1956 – February 7, 1961'}"
