country;central_bank;wikipedia_bank_url;source_type;source_label;row_kind;row_data;resolved_row_data
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;data;{'Governor | Governor': '(6)', 'Governor | Governor.1': 'Rundheersing Bheenick', 'Term of office | Took office': '21 May 2010', 'Term of office | Left office': 'December 2014'};{'Governor | Governor': '(6)', 'Governor | Governor.1': 'Rundheersing Bheenick', 'Term of office | Took office': '21 May 2010', 'Term of office | Left office': 'December 2014'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;data;{'Governor | Governor': '(5)', 'Governor | Governor.1': 'Ramesh Basant Roi', 'Term of office | Took office': '30 December 2014', 'Term of office | Left office': '15 January 2018'};{'Governor | Governor': '(5)', 'Governor | Governor.1': 'Ramesh Basant Roi', 'Term of office | Took office': '30 December 2014', 'Term of office | Left office': '15 January 2018'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;data;{'Governor | Governor': '7', 'Governor | Governor.1': 'Yandraduth Googoolye', 'Term of office | Took office': '15 January 2018', 'Term of office | Left office': 'February 2020'};{'Governor | Governor': '7', 'Governor | Governor.1': 'Yandraduth Googoolye', 'Term of office | Took office': '15 January 2018', 'Term of office | Left office': 'February 2020'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;data;{'Governor | Governor': '8', 'Governor | Governor.1': 'Harvesh Seegolam', 'Term of office | Took office': '1 March 2020', 'Term of office | Left office': '15 November 2024'};{'Governor | Governor': '8', 'Governor | Governor.1': 'Harvesh Seegolam', 'Term of office | Took office': '1 March 2020', 'Term of office | Left office': '15 November 2024'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;data;{'Governor | Governor': '9', 'Governor | Governor.1': 'Rama Sithanen', 'Term of office | Took office': '16 November 2024', 'Term of office | Left office': '29 September 2025'};{'Governor | Governor': '9', 'Governor | Governor.1': 'Rama Sithanen', 'Term of office | Took office': '16 November 2024', 'Term of office | Left office': '29 September 2025'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;data;{'Governor | Governor': '10', 'Governor | Governor.1': 'Priscilla Muthoora Thakoor', 'Term of office | Took office': '29 September 2025', 'Term of office | Left office': 'Incumbent'};{'Governor | Governor': '10', 'Governor | Governor.1': 'Priscilla Muthoora Thakoor', 'Term of office | Took office': '29 September 2025', 'Term of office | Left office': 'Incumbent'}
Mexico;Bank of Mexico;https://en.wikipedia.org/wiki/Bank_of_Mexico;infobox;Governor;data;{'Governor': 'Victoria Rodríguez Ceja'};{'Governor': 'Victoria Rodríguez Ceja'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;data;{'№ | №': '1', 'Name | Name': 'Leonid Talmaci', 'Term of office | Start of term': '4 June 1991', 'Term of office | End of term': '26 September 2009'};{'№ | №': '1', 'Name | Name': 'Leonid Talmaci', 'Term of office | Start of term': '4 June 1991', 'Term of office | End of term': '26 September 2009'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;data;{'№ | №': '2', 'Name | Name': 'Dorin Drăguțanu', 'Term of office | Start of term': '6 November 2009', 'Term of office | End of term': '11 April 2016'};{'№ | №': '2', 'Name | Name': 'Dorin Drăguțanu', 'Term of office | Start of term': '6 November 2009', 'Term of office | End of term': '11 April 2016'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;data;{'№ | №': '3', 'Name | Name': 'Sergiu Cioclea', 'Term of office | Start of term': '11 April 2016', 'Term of office | End of term': '30 November 2018'};{'№ | №': '3', 'Name | Name': 'Sergiu Cioclea', 'Term of office | Start of term': '11 April 2016', 'Term of office | End of term': '30 November 2018'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;data;{'№ | №': '4', 'Name | Name': 'Octavian Armașu', 'Term of office | Start of term': '30 November 2018', 'Term of office | End of term': '21 December 2023'};{'№ | №': '4', 'Name | Name': 'Octavian Armașu', 'Term of office | Start of term': '30 November 2018', 'Term of office | End of term': '21 December 2023'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;data;{'№ | №': '5', 'Name | Name': 'Anca Dragu', 'Term of office | Start of term': '22 December 2023', 'Term of office | End of term': 'incumbent'};{'№ | №': '5', 'Name | Name': 'Anca Dragu', 'Term of office | Start of term': '22 December 2023', 'Term of office | End of term': 'incumbent'}
Mongolia;Bank of Mongolia;https://en.wikipedia.org/wiki/Bank_of_Mongolia;infobox;Governor;data;{'Governor': 'Byadran Lkhagvasuren'};{'Governor': 'Byadran Lkhagvasuren'}
Montenegro;Central Bank of Montenegro;https://en.wikipedia.org/wiki/Central_Bank_of_Montenegro;infobox;Governor;data;{'Governor': 'Irena Radović'};{'Governor': 'Irena Radović'}
Montserrat;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;data;{'Governor': 'Timothy Antoine'};{'Governor': 'Timothy Antoine'}
Morocco;Bank Al-Maghrib;https://en.wikipedia.org/wiki/Bank_Al-Maghrib;infobox;Governor;data;{'Governor': 'Abdellatif Jouahri'};{'Governor': 'Abdellatif Jouahri'}
Mozambique;Bank of Mozambique;https://en.wikipedia.org/wiki/Bank_of_Mozambique;infobox;Governor;data;{'Governor': 'Rogério Zandamela'};{'Governor': 'Rogério Zandamela'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;"{'': 'Board of Directors', '1': 'Governor', '2': '→', '3': ""Director-General of Governor's Office"", '4': 'Deputy Director-General', '5': ""Governor's Office""}";"{'1': 'Governor', '2': '→', '3': ""Director-General of Governor's Office"", '4': 'Deputy Director-General', '5': ""Governor's Office""}"
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;"{'': 'Board of Directors', '1': 'Governor', '2': '→', '3': ""Director-General of Governor's Office"", '4': 'Deputy Director-General', '5': 'Board of Secretary Office'}";"{'1': 'Governor', '2': '→', '3': ""Director-General of Governor's Office"", '4': 'Deputy Director-General', '5': 'Board of Secretary Office'}"
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'Monetary Policy Research and Statistics Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'Monetary Policy Research and Statistics Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'International Relations Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'International Relations Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'Financial Regulation and Anti-Money Laundering Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'Financial Regulation and Anti-Money Laundering Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Foreign Exchange Management Department', '4': 'Deputy Director-General', '5': 'Foreign Exchange Management Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Foreign Exchange Management Department', '4': 'Deputy Director-General', '5': 'Foreign Exchange Management Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Financial Institutions Supervision Department', '4': 'Deputy Director-General', '5': 'Financial Institutions Supervision Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Financial Institutions Supervision Department', '4': 'Deputy Director-General', '5': 'Financial Institutions Supervision Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Accounts Department', '4': 'Deputy Director-General', '5': 'Accounts Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Accounts Department', '4': 'Deputy Director-General', '5': 'Accounts Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Nay Pyi Taw)'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Nay Pyi Taw)'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Yangon)'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Yangon)'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Mandalay)'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Mandalay)'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Administration and Human Resources Development Department', '4': 'Deputy Director-General', '5': 'Administration and Human Resources Development Department'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Administration and Human Resources Development Department', '4': 'Deputy Director-General', '5': 'Administration and Human Resources Development Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Administration and Human Resources Development Department', '4': 'Deputy Director-General', '5': 'Information and Security'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Administration and Human Resources Development Department', '4': 'Deputy Director-General', '5': 'Information and Security'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;header;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Administration and Human Resources Development Department', '4': 'Deputy Director-General', '5': 'Internal Audit'};{'1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Administration and Human Resources Development Department', '4': 'Deputy Director-General', '5': 'Internal Audit'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '1', 'Name': 'Kyaw Nyein', 'Took office': '1 July 1954', 'Left office': '25 March 1968'};{'#': '1', 'Name': 'Kyaw Nyein', 'Took office': '1 July 1954', 'Left office': '25 March 1968'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '2', 'Name': 'Kyaw Nyunt', 'Took office': '18 December 1971', 'Left office': '31 July 1975'};{'#': '2', 'Name': 'Kyaw Nyunt', 'Took office': '18 December 1971', 'Left office': '31 July 1975'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '3', 'Name': 'Aye Hlaing', 'Took office': '8 August 1975', 'Left office': '12 August 1981'};{'#': '3', 'Name': 'Aye Hlaing', 'Took office': '8 August 1975', 'Left office': '12 August 1981'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '4', 'Name': 'Aung Sint', 'Took office': '5 September 1981', 'Left office': '22 March 1985'};{'#': '4', 'Name': 'Aung Sint', 'Took office': '5 September 1981', 'Left office': '22 March 1985'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '5', 'Name': 'Kyaw Myint', 'Took office': '15 July 1985', 'Left office': '11 April 1986'};{'#': '5', 'Name': 'Kyaw Myint', 'Took office': '15 July 1985', 'Left office': '11 April 1986'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '6', 'Name': 'Maung Maung Hla', 'Took office': '11 April 1986', 'Left office': '15 October 1987'};{'#': '6', 'Name': 'Maung Maung Hla', 'Took office': '11 April 1986', 'Left office': '15 October 1987'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '7', 'Name': 'Maung Maung Han', 'Took office': '11 January 1988', 'Left office': '27 December 1992'};{'#': '7', 'Name': 'Maung Maung Han', 'Took office': '11 January 1988', 'Left office': '27 December 1992'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '8', 'Name': 'Kyi Aye', 'Took office': '31 December 1992', 'Left office': '2 November 1997'};{'#': '8', 'Name': 'Kyi Aye', 'Took office': '31 December 1992', 'Left office': '2 November 1997'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '9', 'Name': 'Kyaw Kyaw Maung', 'Took office': '20 November 1997', 'Left office': '11 April 2007'};{'#': '9', 'Name': 'Kyaw Kyaw Maung', 'Took office': '20 November 1997', 'Left office': '11 April 2007'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '10', 'Name': 'Than Nyein', 'Took office': '12 April 2007', 'Left office': '31 July 2013'};{'#': '10', 'Name': 'Than Nyein', 'Took office': '12 April 2007', 'Left office': '31 July 2013'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '11', 'Name': 'Kyaw Kyaw Maung', 'Took office': '1 August 2013', 'Left office': '2 February 2021'};{'#': '11', 'Name': 'Kyaw Kyaw Maung', 'Took office': '1 August 2013', 'Left office': '2 February 2021'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '12', 'Name': 'Than Nyein', 'Took office': '2 February 2021', 'Left office': '19 August 2022'};{'#': '12', 'Name': 'Than Nyein', 'Took office': '2 February 2021', 'Left office': '19 August 2022'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '13', 'Name': 'Than Than Swe', 'Took office': '19 August 2022', 'Left office': '10 April 2026'};{'#': '13', 'Name': 'Than Than Swe', 'Took office': '19 August 2022', 'Left office': '10 April 2026'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;# Name Took office Left office | List of governors;data;{'#': '14', 'Name': 'Khin Naing Oo', 'Took office': '10 April 2026', 'Left office': 'Incumbent'};{'#': '14', 'Name': 'Khin Naing Oo', 'Took office': '10 April 2026', 'Left office': 'Incumbent'}
Namibia;Bank of Namibia;https://en.wikipedia.org/wiki/Bank_of_Namibia;infobox;Governor;data;{'Governor': 'Ebson Uanguta'};{'Governor': 'Ebson Uanguta'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '1', 'Governor': 'Himalayan Shumsher J.B. Rana', 'In office': 'April 26, 1956 – February 7, 1961'};{'S.no': '1', 'Governor': 'Himalayan Shumsher J.B. Rana', 'In office': 'April 26, 1956 – February 7, 1961'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '2', 'Governor': 'Laxmi Nath Gautam', 'In office': 'February 8, 1961 – June 17, 1965'};{'S.no': '2', 'Governor': 'Laxmi Nath Gautam', 'In office': 'February 8, 1961 – June 17, 1965'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '3', 'Governor': 'Pradyuma Lal Rajbhandari', 'In office': 'June 18, 1965 – August 13, 1966'};{'S.no': '3', 'Governor': 'Pradyuma Lal Rajbhandari', 'In office': 'June 18, 1965 – August 13, 1966'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '4', 'Governor': 'Bhekh Bahadur Thapa', 'In office': 'August 14, 1966 – July 26, 1967'};{'S.no': '4', 'Governor': 'Bhekh Bahadur Thapa', 'In office': 'August 14, 1966 – July 26, 1967'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '5', 'Governor': 'Yadav Pant', 'In office': 'April 24, 1968 – April 28, 1973'};{'S.no': '5', 'Governor': 'Yadav Pant', 'In office': 'April 24, 1968 – April 28, 1973'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '6', 'Governor': 'Kul Shekhar Sharma', 'In office': 'April 29, 1973 – December 12, 1978'};{'S.no': '6', 'Governor': 'Kul Shekhar Sharma', 'In office': 'April 29, 1973 – December 12, 1978'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '7', 'Governor': 'Kalyana Bikram Adhikary', 'In office': 'June 13, 1979 – December 8, 1984'};{'S.no': '7', 'Governor': 'Kalyana Bikram Adhikary', 'In office': 'June 13, 1979 – December 8, 1984'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '8', 'Governor': 'Ganesh Bahadur Thapa', 'In office': 'March 25, 1985 – May 22, 1990'};{'S.no': '8', 'Governor': 'Ganesh Bahadur Thapa', 'In office': 'March 25, 1985 – May 22, 1990'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '9', 'Governor': 'Hari Shankar Tripathi', 'In office': 'August 10, 1990 – January 17, 1995'};{'S.no': '9', 'Governor': 'Hari Shankar Tripathi', 'In office': 'August 10, 1990 – January 17, 1995'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '10', 'Governor': 'Satyendra Pyara Shrestha', 'In office': 'January 18, 1995 – January 17, 2000'};{'S.no': '10', 'Governor': 'Satyendra Pyara Shrestha', 'In office': 'January 18, 1995 – January 17, 2000'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '11', 'Governor': 'Tilak Bahadur Rawal', 'In office': 'January 18, 2000 – January 17, 2005'};{'S.no': '11', 'Governor': 'Tilak Bahadur Rawal', 'In office': 'January 18, 2000 – January 17, 2005'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '12', 'Governor': 'Deependra Purush Dhakal', 'In office': 'August 29, 2000 – April 27, 2001'};{'S.no': '12', 'Governor': 'Deependra Purush Dhakal', 'In office': 'August 29, 2000 – April 27, 2001'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '13', 'Governor': 'Bijaya Nath Bhattarai', 'In office': 'January 31, 2005 – January 30, 2010'};{'S.no': '13', 'Governor': 'Bijaya Nath Bhattarai', 'In office': 'January 31, 2005 – January 30, 2010'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '14', 'Governor': 'Deependra Bahadur Kshetry', 'In office': 'January 15, 2009 – July 26, 2009'};{'S.no': '14', 'Governor': 'Deependra Bahadur Kshetry', 'In office': 'January 15, 2009 – July 26, 2009'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '15', 'Governor': 'Yuba Raj Khatiwada', 'In office': 'March 22, 2010 – March 19, 2015'};{'S.no': '15', 'Governor': 'Yuba Raj Khatiwada', 'In office': 'March 22, 2010 – March 19, 2015'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '16', 'Governor': 'Chiranjibi Nepal', 'In office': 'March 19, 2015 – April 6, 2020'};{'S.no': '16', 'Governor': 'Chiranjibi Nepal', 'In office': 'March 19, 2015 – April 6, 2020'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '17', 'Governor': 'Maha Prasad Adhikari', 'In office': 'April 6, 2020 – April 5, 2025'};{'S.no': '17', 'Governor': 'Maha Prasad Adhikari', 'In office': 'April 6, 2020 – April 5, 2025'}
Nepal;Nepal Rastra Bank;https://en.wikipedia.org/wiki/Nepal_Rastra_Bank;wikitable;S.no Governor In office | Former Governors;data;{'S.no': '18', 'Governor': 'Dr. Biswo Nath Poudel', 'In office': 'May 20, 2025'};{'S.no': '18', 'Governor': 'Dr. Biswo Nath Poudel', 'In office': 'May 20, 2025'}
Netherlands;European Central Bank ( De Nederlandsche Bank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
New Zealand;Reserve Bank of New Zealand;https://en.wikipedia.org/wiki/Reserve_Bank_of_New_Zealand;infobox;Governor;data;{'Governor': 'Anna Breman'};{'Governor': 'Anna Breman'}
Nicaragua;Central Bank of Nicaragua;https://en.wikipedia.org/wiki/Central_Bank_of_Nicaragua;infobox;President;data;{'President': 'Leonardo Ovidio Reyes Ramírez'};{'President': 'Leonardo Ovidio Reyes Ramírez'}
Niger;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;data;{'Governor': 'Jean-Claude Brou'};{'Governor': 'Jean-Claude Brou'}
Nigeria;Central Bank of Nigeria;https://en.wikipedia.org/wiki/Central_Bank_of_Nigeria;infobox;Governor;data;{'Governor': 'Olayemi Cardoso'};{'Governor': 'Olayemi Cardoso'}
North Macedonia;National Bank of North Macedonia;https://en.wikipedia.org/wiki/National_Bank_of_North_Macedonia;infobox;Governor;data;{'Governor': 'Trajko Slaveski'};{'Governor': 'Trajko Slaveski'}
Norway;Norges Bank;https://en.wikipedia.org/wiki/Norges_Bank;infobox;Governor;data;{'Governor': 'Ida Wolden Bache'};{'Governor': 'Ida Wolden Bache'}
Oman;Central Bank of Oman;https://en.wikipedia.org/wiki/Central_Bank_of_Oman;infobox;Governor;data;{'Governor': 'Ahmed bin Jaffer bin Salim Al-Musalmi'};{'Governor': 'Ahmed bin Jaffer bin Salim Al-Musalmi'}
Pakistan;State Bank of Pakistan;https://en.wikipedia.org/wiki/State_Bank_of_Pakistan;infobox;Governor;data;{'Governor': 'Jameel Ahmad'};{'Governor': 'Jameel Ahmad'}
Palestine *;Palestine Monetary Authority;https://en.wikipedia.org/wiki/Palestine_Monetary_Authority;infobox;Governor and Chairman;data;{'Governor and Chairman': 'H.E. Yahya Shunnar'};{'Governor and Chairman': 'H.E. Yahya Shunnar'}
Papua New Guinea;Bank of Papua New Guinea;https://en.wikipedia.org/wiki/Bank_of_Papua_New_Guinea;infobox;Governor;data;{'Governor': 'Elizabeth Genia'};{'Governor': 'Elizabeth Genia'}
