country;central_bank;wikipedia_bank_url;source_type;source_label;row_data
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '28', 'Governor': 'Hyun Song Shin', 'Start': '21 April 2026', 'End': 'Incumbent'}
Kuwait;Central Bank of Kuwait;https://en.wikipedia.org/wiki/Central_Bank_of_Kuwait;infobox;Governor;{'Governor': 'Basel Ahmad Al-Haroon'}
Kyrgyzstan;National Bank of the Kyrgyz Republic;https://en.wikipedia.org/wiki/National_Bank_of_the_Kyrgyz_Republic;infobox;Chairman;{'Chairman': 'Kubanychbek Bokontayev'}
Laos;Bank of the Lao People's Democratic Republic;https://en.wikipedia.org/wiki/Bank_of_the_Lao_P.D.R.;infobox;Governor;{'Governor': 'Bounkham Vorachit'}
Latvia;European Central Bank ( Bank of Latvia );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'No.': '1', 'Image': 'nan', 'Name (Signature)': 'Philippe Takla (1915-2006)', 'Term start': 'August 28, 1963', 'Term end': 'June 6, 1967', 'Time in office': '3 years, 292 days', 'Notes': 'Was first elected to the Lebanese parliament in a by-election held in May 1945 in Mount Lebanon as a result of the death of his father, Salim Takla'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'No.': '2', 'Image': 'nan', 'Name (Signature)': 'Elias Sarkis (1924-1985)', 'Term start': 'June 7, 1967', 'Term end': 'June 2, 1976', 'Time in office': '8 years, 352 days', 'Notes': 'Also served 6th president of Lebanon the same year as the end of his tenure.'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'Image': 'nan', 'Name (Signature)': 'Joseph Oughourlian', 'Term start': 'June 2, 1976', 'Term end': 'September 6, 1978', 'Time in office': '2 years, 96 days', 'Notes': 'Ad Interim'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'No.': '3', 'Image': 'nan', 'Name (Signature)': 'Michel el-Khoury', 'Term start': 'September 6, 1978', 'Term end': 'January 15, 1985', 'Time in office': '6 years, 131 days', 'Notes': 'Also Served as Defense minister between 1965 and 1966'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'No.': '4', 'Image': 'nan', 'Name (Signature)': 'Edmond Naïm', 'Term start': 'January 15, 1985', 'Term end': 'January 16, 1991', 'Time in office': '6 years, 1 day', 'Notes': 'Politically aligned with the Progressive Socialist Party and was later an MP for the Lebanese Forces.'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'No.': '(3)', 'Image': 'nan', 'Name (Signature)': 'Michel el-Khoury', 'Term start': 'January 16, 1991', 'Term end': 'June 7, 1993', 'Time in office': '2 years, 142 days', 'Notes': 'Also Served as Defense minister between 1965 and 1966'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'No.': '5', 'Image': 'nan', 'Name (Signature)': 'Riad Salamé', 'Term start': 'June 7, 1993', 'Term end': 'July 31, 2023', 'Time in office': '30 years, 54 days', 'Notes': 'In February 2022, a subpoena was issued by Judge Ghada Aoun after Riad Salameh failed to show up to court for questioning, while is whereabouts were unknown after a raid in his office and 2 homes, as part of an investigation for alleged misconduct and corruption. This sparked controversy with another security agency that was accused of protecting him from trail. Later in March 21, Salameh along with his brother Raja were charged for illicit enrichment by Ghassan Oueidat but also failed to attend for questioning.'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;{'Image': 'nan', 'Name (Signature)': 'Wassim Mansouri', 'Term start': 'July 31, 2023', 'Term end': 'March 27, 2025', 'Time in office': '1 year, 239 days', 'Notes': 'Ad Interim'}
Lebanon;Banque du Liban;https://en.wikipedia.org/wiki/Banque_du_Liban;wikitable;No. Image Name (Signature) Term start Term end Time in office Notes | Governors;"{'No.': '6', 'Image': 'nan', 'Name (Signature)': 'Karim A. Souaid', 'Term start': 'March 27, 2025', 'Term end': 'Incumbent', 'Time in office': '1 year, 34 days', 'Notes': ""Lebanese financial expert, private equity investor, and banking governance specialist and as of March 2025, Lebanon's new central bank governor. He is the Founder and Managing Partner of Growthgate Equity Partners, a private equity firm focusing on investments in the Gulf Cooperation Council (GCC) and the broader MENA region. Souaid is recognized for his opposition to Hezbollah's influence in Lebanon’s financial system.""}"
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. P. L. Mohapi', '1': 'First Deputy Governor'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Vacant', '1': 'Second Deputy Governor'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. F. Morokole', '1': 'Director of Operations Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. B. Noosi', '1': 'Acting Director of Other Financial Institutions Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. M. Thamae', '1': 'Director of Financial Markets Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mrs. M. Morojele', '1': 'Director of Human Resources Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. T. Makula', '1': 'Director of Information & Communication Technology Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Dr. T. Tlelima', '1': 'Director of Research Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. N. Rantsane', '1': 'Director of Corporate Affairs Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mrs. R. Ralebakeng', '1': 'Director of Finance Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Vacant', '1': 'Director of Enterprise Risk Management Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mrs M. Mohale', '1': 'Director of Internal Audit Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mrs. P. Tau', '1': 'Director of Banking Supervision and Financial Stability Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. M. Sekoati', '1': 'Director of Payment and Settlements Department'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Dr. R. Masenyetse', '1': 'Executive Assistant to the Governor'}
Lesotho;Central Bank of Lesotho;https://en.wikipedia.org/wiki/Central_Bank_of_Lesotho;wikitable;Mr. P. L. Mohapi First Deputy Governor | Other key people;{'': 'Mr. B. Matobo', '1': 'Acting Director of Facilities Management and Protective Services Department'}
Liberia;Central Bank of Liberia;https://en.wikipedia.org/wiki/Central_Bank_of_Liberia;infobox;Governor;{'Governor': 'Henry F. Saamoi'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Ali Aneizi', 'tenure start': '26 April 1955', 'tenure end': '26 March 1961', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Khalil Bennani', 'tenure start': '27 March 1961', 'tenure end': '1 September 1969', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Kassem Sherlala', 'tenure start': '20 September 1969', 'tenure end': '17 January 1981', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Rajab El Misallati', 'tenure start': '18 January 1981', 'tenure end': '3 March 1986', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Muhammad az-Zaruq Rajab', 'tenure start': '4 January 1987', 'tenure end': '6 October 1990', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Abd-al-Hafid Mahmud al-Zulaytini', 'tenure start': '7 October 1990', 'tenure end': '13 February 1996', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Taher Al-Jehaimi', 'tenure start': '14 February 1996', 'tenure end': '22 March 2001', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Ahmed Menesi', 'tenure start': '23 March 2001', 'tenure end': '5 March 2006', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Farhat Bengdara', 'tenure start': '6 March 2006', 'tenure end': '6 March 2011', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Abd-al-Hafid Mahmud al-Zulaytini', 'tenure start': '6 March 2011', 'tenure end': '2 April 2011', 'Notes': 'acting'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Muhammad az-Zaruq Rajab', 'tenure start': '2 April 2011', 'tenure end': 'August 2011', 'Notes': 'nan'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Ahmed S. El Sharif', 'tenure start': 'February 2011', 'tenure end': 'April 2011', 'Notes': 'for the NTC (in Benghazi)'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Kassem Azzuz', 'tenure start': 'April 2011', 'tenure end': '12 October 2011', 'Notes': 'for the NTC (in Benghazi to Aug. 2011)'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Sadiq al-Kabir', 'tenure start': '12 October 2011', 'tenure end': '18 August 2024', 'Notes': 'for the GNC, later PC since Sep. 2014'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Mohamed Shukri', 'tenure start': '18 August 2024', 'tenure end': '26 August 2024', 'Notes': 'appointed by the PC'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Abdel Fattah Ghafar', 'tenure start': '26 August 2024', 'tenure end': '3 October 2024', 'Notes': 'appointed by the PC as acting governor'}
Libya;Central Bank of Libya;https://en.wikipedia.org/wiki/Central_Bank_of_Libya;wikitable;Name tenure start tenure end Notes | Governors;{'Name': 'Naji Mohamed Issa Belqasem', 'tenure start': '3 October 2024', 'tenure end': 'Incumbent', 'Notes': 'nan'}
Lithuania;European Central Bank ( Bank of Lithuania );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Luxembourg;European Central Bank ( Central Bank of Luxembourg );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Macau;Monetary Authority of Macao;https://en.wikipedia.org/wiki/Monetary_Authority_of_Macao;infobox;Chairman;{'Chairman': 'Simon, Vong Sin Man ( 黃善文 )'}
Madagascar;Central Bank of Madagascar;https://en.wikipedia.org/wiki/Central_Bank_of_Madagascar;infobox;Governor;{'Governor': 'Aivo Andrianarivelo'}
Malawi;Reserve Bank of Malawi;https://en.wikipedia.org/wiki/Reserve_Bank_of_Malawi;infobox;Governor;{'Governor': 'George Partridge'}
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;{'No.': '1', 'Governor': 'Tan Sri William Howard Wilcock', 'Period': '26 January 1959 – July 1962'}
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;{'No.': '2', 'Governor': 'Tun Ismail Mohd Ali', 'Period': 'July 1962 – July 1980'}
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;{'No.': '3', 'Governor': 'Tan Sri Abdul Aziz Taha', 'Period': 'July 1980 – June 1985'}
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;"{'No.': '4', 'Governor': ""Tan Sri Dato' Jaffar Hussein"", 'Period': 'June 1985 – May 1994'}"
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;"{'No.': '5', 'Governor': ""Tan Sri Dato' Ahmad bin Mohd Don"", 'Period': 'May 1994 – August 1998'}"
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;"{'No.': '6', 'Governor': ""Tan Sri Dato' Seri Ali Abul Hassan Sulaiman"", 'Period': '15 September 1998 – 30 April 2000'}"
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;"{'No.': '7', 'Governor': ""Tan Sri Dato' Sri Dr. Zeti Akhtar Aziz"", 'Period': '1 May 2000 – 30 April 2016'}"
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;{'No.': '8', 'Governor': 'Tan Sri Muhammad bin Ibrahim', 'Period': '1 May 2016 – 15 June 2018'}
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;{'No.': '9', 'Governor': 'Tan Sri Nor Shamsiah Mohd Yunus', 'Period': '1 July 2018 – 30 June 2023'}
Malaysia;Central Bank of Malaysia;https://en.wikipedia.org/wiki/Central_Bank_of_Malaysia;wikitable;No. Governor Period | Governors;"{'No.': '10', 'Governor': ""Dato' Shaik Abdul Rasheed Abdul Ghaffour"", 'Period': '1 July 2023 – present'}"
Maldives;Maldives Monetary Authority;https://en.wikipedia.org/wiki/Maldives_Monetary_Authority;infobox;Governor;{'Governor': 'Ahmed Munawar'}
Mali;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;{'Governor': 'Jean-Claude Brou'}
Malta;European Central Bank ( Central Bank of Malta );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Mauritania;Central Bank of Mauritania;https://en.wikipedia.org/wiki/Central_Bank_of_Mauritania;infobox;Governor;{'Governor': 'Mohamed Lemine Ould Dhehby'}
Mauritania;Central Bank of Mauritania;https://en.wikipedia.org/wiki/Central_Bank_of_Mauritania;infobox;Key people;{'Key people': 'Boumedienne Ould Taya (Deputy-Governor)'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '1', 'Governor | Governor.1': 'Aunauth Beejadhur', 'Term of office | Took office': 'July 1967', 'Term of office | Left office': 'December 1972'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '2', 'Governor | Governor.1': 'Goorpersad Bunwaree', 'Term of office | Took office': 'January 1973', 'Term of office | Left office': 'May 1982'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '3', 'Governor | Governor.1': 'Indur Ramphul', 'Term of office | Took office': 'June 1982', 'Term of office | Left office': 'March 1996'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '4', 'Governor | Governor.1': 'Dan Maraye', 'Term of office | Took office': 'April 1996', 'Term of office | Left office': 'November 1998'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '5', 'Governor | Governor.1': 'Ramesh Basant Roi', 'Term of office | Took office': 'November 1998', 'Term of office | Left office': '31 December 2006'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor.1': 'Yandraduth Googoolye', 'Term of office | Took office': '1 January 2007', 'Term of office | Left office': '13 February 2007'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '6', 'Governor | Governor.1': 'Rundheersing Bheenick', 'Term of office | Took office': '15 February 2007', 'Term of office | Left office': '15 February 2010'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor.1': 'Yandraduth Googoolye', 'Term of office | Took office': '16 February 2010', 'Term of office | Left office': '20 May 2010'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '(6)', 'Governor | Governor.1': 'Rundheersing Bheenick', 'Term of office | Took office': '21 May 2010', 'Term of office | Left office': 'December 2014'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '(5)', 'Governor | Governor.1': 'Ramesh Basant Roi', 'Term of office | Took office': '30 December 2014', 'Term of office | Left office': '15 January 2018'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '7', 'Governor | Governor.1': 'Yandraduth Googoolye', 'Term of office | Took office': '15 January 2018', 'Term of office | Left office': 'February 2020'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '8', 'Governor | Governor.1': 'Harvesh Seegolam', 'Term of office | Took office': '1 March 2020', 'Term of office | Left office': '15 November 2024'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '9', 'Governor | Governor.1': 'Rama Sithanen', 'Term of office | Took office': '16 November 2024', 'Term of office | Left office': '29 September 2025'}
Mauritius;Bank of Mauritius;https://en.wikipedia.org/wiki/Bank_of_Mauritius;wikitable;Governor Term of office Ref. | List of governors by tenure;{'Governor | Governor': '10', 'Governor | Governor.1': 'Priscilla Muthoora Thakoor', 'Term of office | Took office': '29 September 2025', 'Term of office | Left office': 'Incumbent'}
Mexico;Bank of Mexico;https://en.wikipedia.org/wiki/Bank_of_Mexico;infobox;Governor;{'Governor': 'Victoria Rodríguez Ceja'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;{'№ | №': '1', 'Name | Name': 'Leonid Talmaci', 'Photo | Photo': 'nan', 'Term of office | Start of term': '4 June 1991', 'Term of office | End of term': '26 September 2009'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;{'№ | №': '2', 'Name | Name': 'Dorin Drăguțanu', 'Photo | Photo': 'nan', 'Term of office | Start of term': '6 November 2009', 'Term of office | End of term': '11 April 2016'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;{'№ | №': '3', 'Name | Name': 'Sergiu Cioclea', 'Photo | Photo': 'nan', 'Term of office | Start of term': '11 April 2016', 'Term of office | End of term': '30 November 2018'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;{'№ | №': '4', 'Name | Name': 'Octavian Armașu', 'Photo | Photo': 'nan', 'Term of office | Start of term': '30 November 2018', 'Term of office | End of term': '21 December 2023'}
Moldova;National Bank of Moldova;https://en.wikipedia.org/wiki/National_Bank_of_Moldova;wikitable;№ Name Photo Term of office | Governors;{'№ | №': '5', 'Name | Name': 'Anca Dragu', 'Photo | Photo': 'nan', 'Term of office | Start of term': '22 December 2023', 'Term of office | End of term': 'incumbent'}
Mongolia;Bank of Mongolia;https://en.wikipedia.org/wiki/Bank_of_Mongolia;infobox;Governor;{'Governor': 'Byadran Lkhagvasuren'}
Montenegro;Central Bank of Montenegro;https://en.wikipedia.org/wiki/Central_Bank_of_Montenegro;infobox;Governor;{'Governor': 'Irena Radović'}
Montserrat;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;{'Governor': 'Timothy Antoine'}
Morocco;Bank Al-Maghrib;https://en.wikipedia.org/wiki/Bank_Al-Maghrib;infobox;Governor;{'Governor': 'Abdellatif Jouahri'}
Mozambique;Bank of Mozambique;https://en.wikipedia.org/wiki/Bank_of_Mozambique;infobox;Governor;{'Governor': 'Rogério Zandamela'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;"{'': 'Board of Directors', '1': 'Governor', '2': '→', '3': ""Director-General of Governor's Office"", '4': 'Deputy Director-General', '5': ""Governor's Office""}"
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;"{'': 'Board of Directors', '1': 'Governor', '2': '→', '3': ""Director-General of Governor's Office"", '4': 'Deputy Director-General', '5': 'Board of Secretary Office'}"
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'Monetary Policy Research and Statistics Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'International Relations Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Monetary Policy Affairs and Financial Institutions Regulation Department', '4': 'Deputy Director-General', '5': 'Financial Regulation and Anti-Money Laundering Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Foreign Exchange Management Department', '4': 'Deputy Director-General', '5': 'Foreign Exchange Management Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Financial Institutions Supervision Department', '4': 'Deputy Director-General', '5': 'Financial Institutions Supervision Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Accounts Department', '4': 'Deputy Director-General', '5': 'Accounts Department'}
Myanmar;Central Bank of Myanmar;https://en.wikipedia.org/wiki/Central_Bank_of_Myanmar;wikitable;Organizational Chart | Board of Directors Governor → Director-General of Governor's Office Deputy Director-General Governor's Office | Divisions;{'': 'Board of Directors', '1': 'Governor', '2': 'Deputy Governor', '3': 'Director-General of Currency Management Department', '4': 'Deputy Director-General', '5': 'Currency Administrative Department (Nay Pyi Taw)'}
